X1,X2,X3,X4,X5,Label1,Label2
19.50000000000,31.20000000000,0.00000000000,438.50000000000,0.00437286649,0,1
20.29000000000,18.79000000000,0.00000000000,431.33333333333,0.00275859286,0,1
22.17500000000,27.12500000000,460.00000000000,1136.00000000000,0.00448289795,1,0
23.10000000000,16.94500000000,241.00000000000,447.00000000000,0.00295498119,0,1
20.50000000000,21.39000000000,0.00000000000,440.00000000000,0.00318345766,0,1
21.20000000000,25.29000000000,0.00000000000,451.00000000000,0.00393429348,0,1
19.29000000000,31.60000000000,0.00000000000,432.00000000000,0.00437141240,0,1
20.79000000000,22.89000000000,0.00000000000,448.33333333333,0.00346973061,0,1
20.60000000000,35.09000000000,0.00000000000,977.00000000000,0.00527228758,0,1
19.29000000000,27.44500000000,0.00000000000,425.00000000000,0.00379312181,0,1
19.79000000000,27.50000000000,0.00000000000,443.66666666667,0.00392151872,0,1
19.89000000000,18.89000000000,0.00000000000,433.00000000000,0.00270521844,0,1
20.39000000000,18.65000000000,0.00000000000,431.00000000000,0.00275499180,0,1
21.24500000000,32.95000000000,469.00000000000,1122.20000000000,0.00515009597,1,0
20.12500000000,33.09000000000,0.00000000000,444.75000000000,0.00482458150,0,1
20.70000000000,19.57500000000,419.00000000000,535.75000000000,0.00294837198,1,0
20.10000000000,18.89000000000,0.00000000000,443.50000000000,0.00274079604,0,1
22.17500000000,27.12500000000,458.50000000000,1127.75000000000,0.00448289795,1,0
20.02500000000,25.02500000000,0.00000000000,440.50000000000,0.00361919821,0,1
20.00000000000,18.70000000000,0.00000000000,436.00000000000,0.00269628789,0,1
20.29000000000,22.74500000000,0.00000000000,438.00000000000,0.00334235345,0,1
19.58000000000,26.79000000000,23.80000000000,421.75000000000,0.00376986568,0,1
19.70000000000,19.39000000000,0.00000000000,445.00000000000,0.00274445413,0,1
21.70000000000,21.42666666667,441.00000000000,887.00000000000,0.00343421077,1,0
20.39000000000,20.44500000000,0.00000000000,443.00000000000,0.00302143857,0,1
22.86500000000,17.60000000000,340.50000000000,452.50000000000,0.00302619339,0,1
22.89000000000,16.89000000000,205.00000000000,445.00000000000,0.00290796605,0,1
20.50000000000,33.59000000000,0.00000000000,675.33333333333,0.00501381062,0,1
20.50000000000,33.50000000000,0.00000000000,632.00000000000,0.00500026877,0,1
19.39000000000,27.20000000000,14.00000000000,420.75000000000,0.00378267630,0,1
20.65000000000,19.29000000000,0.00000000000,513.50000000000,0.00289626574,0,1
21.39000000000,25.70000000000,0.00000000000,475.00000000000,0.00404565563,0,1
21.00000000000,19.66000000000,24.00000000000,440.25000000000,0.00301668069,0,1
21.50000000000,34.24500000000,454.00000000000,1390.75000000000,0.00543932657,1,0
20.29000000000,22.70000000000,0.00000000000,437.00000000000,0.00333570529,0,1
